FORENING_AKTORID;FORENING_ETTERNAVN;FYLKENUMMER;FYLKE;OVERLIGGENDE_FORENING_AKTØRID;FORENING_OVERLIGGENDE;KATEGORIKODE
10198;Rjukan Skytterlag;08;Telemark;10027;Telemark Skyttersamlag;DFS
10201;Tessungdalen Skytterlag;08;Telemark;10027;Telemark Skyttersamlag;DFS
10196;Hjartdal Skytterlag;08;Telemark;10027;Telemark Skyttersamlag;DFS
10200;Sauland Skytterlag;08;Telemark;10027;Telemark Skyttersamlag;DFS
10202;Tuddal Skytterlag;08;Telemark;10027;Telemark Skyttersamlag;DFS
10881;Seljord Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10886;Austheii Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10871;Brunkeberg og Morgedal Skytterlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10875;Fjågesund Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10887;Kviteseid Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10882;Vrådal Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10878;Nissedal Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10883;Treungen Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10876;Fyresdal Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10877;Høydalsmo Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10989;NROF Vest-Telemark;08;Telemark;10028;Vest-Telemark Skyttarsamlag;MIL
10873;Tokke Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10888;Arabygdi Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10879;Møsstrond Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10880;Rauland Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10884;Ytre Vinje Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10885;Øyfjell Skyttarlag;08;Telemark;10028;Vest-Telemark Skyttarsamlag;DFS
10115;Søndeled Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10107;Fjære Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10112;Imenes Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10964;Nrof Nedenes;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;MIL
10114;Rise og Løddesøl Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10116;Ugland Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10109;Gjerstad Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10117;Vegårshei Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10118;Østerå Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10105;Dalen Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10108;Froland Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10113;Mykland Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10067;Lillesand Skytterlag;09;Aust-Agder;10030;Agder skyttersamlag;DFS
10059;Birkenes Skytterlag;09;Aust-Agder;10030;Agder skyttersamlag;DFS
10111;Herefoss Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10106;Dølemo Skyttarlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10874;Felle Skyttarlag;09;Aust-Agder;10028;Vest-Telemark Skyttarsamlag;DFS
10110;Gjøvdal Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10119;Åmli Skytterlag;09;Aust-Agder;10032;Aust-Agder Skyttersamlag;DFS
10065;Iveland Skytterlag;09;Aust-Agder;10030;Agder skyttersamlag;DFS
10073;Vegusdal Skytterlag;09;Aust-Agder;10030;Agder skyttersamlag;DFS
10061;Evje og Hornnes Skytterlag;09;Aust-Agder;10030;Agder skyttersamlag;DFS
10060;Bygland Skytterlag;09;Aust-Agder;10030;Agder skyttersamlag;DFS
10076;Årdal Skytterlag;09;Aust-Agder;10030;Agder skyttersamlag;DFS
10072;Valle og Hylestad Skytterlag;09;Aust-Agder;10030;Agder skyttersamlag;DFS
10872;Bykle Skyttarlag;09;Aust-Agder;10028;Vest-Telemark Skyttarsamlag;DFS
2301448;Kristiansand og Omegn Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10066;Kristiansand Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
2469179;Luftforsvarets skolesenter;10;Vest-Agder;10030;Agder skyttersamlag;MIL
10955;NROF Kristiansand;10;Vest-Agder;10030;Agder skyttersamlag;MIL
10068;Randesund Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10070;Topdal Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10071;Torridal Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10827;Holum Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10822;Farsund Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10957;Nrof Lister;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;MIL
10823;Flikka Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10839;Gyland Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10064;Hægeland Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10074;Vennesla Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10075;Øvrebø Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10062;Finsland Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10063;Greipstad Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10833;Mandal Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10069;Søgne Skytterlag;10;Vest-Agder;10030;Agder skyttersamlag;DFS
10821;Bjelland skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10825;Heddeland og Breland Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10831;Laudal Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10959;NROF Mandal;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;MIL
10835;Trydalen Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10838;Åseral Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10824;Grindølen Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10828;Konsmo Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10820;Audna Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10834;Lindesnes Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10830;Kvås Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10832;Lyngdal Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10826;Hægebostad Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10837;Øvre Eiken Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
1589357;Feda Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10829;Kvinesdal Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10836;Tonstad Skytterlag;10;Vest-Agder;10029;Vest-Agder Skyttersamlag;DFS
10550;Øvre Sirdal Skytterlag;10;Vest-Agder;10031;Rogaland Skyttersamlag;DFS
10524;Egersund Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10528;Gann Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10998;Hv-08 Agder og Rogaland;11;Rogaland;10031;Rogaland Skyttersamlag;MIL
10971;Nrof Rogaland;11;Rogaland;10031;Rogaland Skyttersamlag;MIL
10547;Stavanger Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10530;Haugesund og Sveio Skyttarlag;11;Rogaland;10033;Sunnhordland Skyttersamlag;DFS
10948;NROF Haugaland;11;Rogaland;10031;Rogaland Skyttersamlag;MIL
10546;Sokndal skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10531;Heskestad Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10538;Lund Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10522;Bjerkreim Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10533;Hå Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10536;Klepp Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10548;Time Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10529;Gjesdal Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10552;Lysebotn Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10526;Espedal Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10534;Jørpeland Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10532;Hjelmeland Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10535;Jøsenfjord Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10523;Bråtveit Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10540;Hebnes Skyttarlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10525;Jelsa og Erfjord Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10543;Sand/Suldal Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10544;Sauda Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10527;Finnøy Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10541;Ombo Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10542;Rennesøy Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10551;Bokn Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10539;Nedstrand Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10545;Skjold Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10549;Tysvær Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10537;Karmøy Skytterlag;11;Rogaland;10031;Rogaland Skyttersamlag;DFS
10685;Sandeid Skytterlag;11;Rogaland;10033;Sunnhordland Skyttersamlag;DFS
10690;Vikebygd skyttarlag;11;Rogaland;10033;Sunnhordland Skyttersamlag;DFS
10691;Vikedal og Imsland Skyttarlag;11;Rogaland;10033;Sunnhordland Skyttersamlag;DFS
10692;Vindafjord Skytterlag;11;Rogaland;10033;Sunnhordland Skyttersamlag;DFS
10693;Ølen Skytterlag;11;Rogaland;10033;Sunnhordland Skyttersamlag;DFS
10275;Arna Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10307;Bergen Nordre Skytterlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10306;Bergen Skytterlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10281;Fana Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10999;Hv-09 Bergenhus Heimvernsdistrikt 09;12;Hordaland;10034;Hordaland Skyttarsamlag;MIL
2077469;KE FF VEDELBES;12;Hordaland;10034;Hordaland Skyttarsamlag;MIL
10937;Nrof Bergen;12;Hordaland;10034;Hordaland Skyttarsamlag;MIL
10297;Riple Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
2348860;Sjøkrigsskolen;12;Hordaland;10034;Hordaland Skyttarsamlag;MIL
10302;Vatle Skytterlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10303;Åsane/Hordvik Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
2676039;1. Mineryddersvadron;12;Hordaland;10034;Hordaland Skyttarsamlag;MIL
10676;Etne Skytterlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10686;Skånevik Skyttarlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10688;Sveio Skytterlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10674;Bremnes Skytterlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10675;Bømlo Skytterlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
2565158;Innsatsstyrke Bjørn West;12;Hordaland;10034;Hordaland Skyttarsamlag;MIL
10976;Nrof Sunnhordland;12;Hordaland;10033;Sunnhordland Skyttersamlag;MIL
10687;Stord Skytterlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10677;Fitjar Skytterlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10678;Tysnes Skyttarlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10679;Hatlestrand og Ølve Skytterlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10680;Husnes Skyttarlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10681;Høylandsbygd Skytterlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
346973;Kvinnherad Skyttarlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10682;Mauranger Skyttarlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10956;NROF Kvinnherad;12;Hordaland;10033;Sunnhordland Skyttersamlag;MIL
10683;Omvikdalen skytterlag (Nedlagt);12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10684;Rosendal skytterlag (Nedlagt);12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10689;Valen Skytterlag;12;Hordaland;10033;Sunnhordland Skyttersamlag;DFS
10258;Vareld Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10246;Jondal Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10250;Odda Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10252;Røldal Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10254;Tyssedal Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
1740596;Espe Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10241;Folgefonn Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10251;Ringøy skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10256;Ullensvang Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10257;Utne skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10243;Eidfjord Skytterlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10245;Granvin Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10242;Borstrondi Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10247;Jordalen skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10990;NROF Voss;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;MIL
10259;Voss Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10260;Vossestrand Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10244;Fyksesund skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10248;Hardanger Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10253;Strandebarm Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10255;Tørvikbygd Skytterlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10283;Fusa skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10287;Hålandsdal/Eikelandsfjorden Skytterlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10290;Lygrefjorden skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10249;Mundheimsdalen Skyttarlag;12;Hordaland;10035;Hardanger og Voss Skyttersamlag;DFS
10301;Strandvik Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10300;Sævareidfjorden skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10305;Tysse Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10295;Os Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10285;Austevoll Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10298;Sartor Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10276;Askøy Skytterlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10286;Herdla Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10278;Dale (Hordaland) skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10294;Nordgrend Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10280;Vaksdal/Modalen Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10277;Bruvik Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10284;Osterøy Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10292;Meland Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10279;Eikanger-Hjelmås Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10293;Myking Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10296;Oster Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10291;Radøy Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10299;Seim Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10288;Lindås Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10289;Lindåsneset Skytterlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10304;Fjon Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10282;Frøysetvågen Skyttarlag;12;Hordaland;10034;Hordaland Skyttarsamlag;DFS
10657;Brandsøy Skytterlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10663;Eikefjord Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10660;Florø Skytterlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10667;Norddalsfjord Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10626;Gula Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10631;Nyborg Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10632;Oppedal/Brekke Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10670;Solund Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10673;Hyllestad Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10669;Skor Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10624;Bjordal/Søreide Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10627;Høyanger skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10629;Lavikdal skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10634;Vadheim Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10622;Arnafjord Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10606;Feios Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10625;Framnes Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10607;Fresvik Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10633;Sylvarnes Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10635;Vik Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10623;Balestrand Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10636;Fjordane Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10630;Nesse Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10613;Leikanger Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10615;Norum Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10952;NROF Indre Sogn;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;MIL
10616;Sogndal Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10602;Aurland Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10603;Blåfjell Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10617;Stålring Skytterlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10619;Underdal Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10610;Hegg Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10614;Lærdal Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10618;Tønjum Skytterlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10605;Farnes Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10612;Knipenborg Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10620;Veitastrond Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10608;Fortun Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10609;Hafslo Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10604;Jostedal Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10611;Kinserdal Skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10656;Askvoll og Holmedal Skytterlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10659;Dale (sunnfjord) Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10671;Stroka Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10672;Tyssedal (sunnfjord) Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10668;Gaular Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10628;Lavik Skyttarlag;14;Sogn og Fjordane;10039;Sogn Ytre Skyttarsamlag;DFS
10975;NROF Sunnfjord/Ytre Sogn;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;MIL
10658;Viksdalen Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10621;Fjærland skyttarlag;14;Sogn og Fjordane;10038;Sogn Indre Skyttarsamlag;DFS
10664;Holsen Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10665;Jølster Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10661;Førde Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10662;Høyvik Skyttarlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10666;Naustdal Skytterlag;14;Sogn og Fjordane;10037;Sunnfjord Skyttarsamlag;DFS
10393;Berle Skytterlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
1982511;Bremanger Skytterlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10378;Frøyen og Kalvåg Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10366;Gulen Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10383;Rugsund Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10384;Skatestraumen Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10390;Ålfoten Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10363;Almenning Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10365;Bryggja Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10392;Barmøy Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10385;Stadlandet Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10364;Eidsbygda Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10367;Haugen Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10369;Hundeide Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10373;Kjølsdalen Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10374;Kveldulf Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10379;Nordbygda og Rand Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10387;Sudstranda Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10388;Torheim Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10368;Hornindal Skyttarllag (avviklet 13/3-13);14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10370;Hyen Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10371;Indre Breim skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10372;Indre Gloppen skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10377;Nesjane Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10939;NROF Firda;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;MIL
10391;Rygg Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10376;Hornindal og Markane Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10375;Loen Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10380;Olden Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
