FORENING_AKTORID;FORENING_ETTERNAVN;FYLKENUMMER;FYLKE;OVERLIGGENDE_FORENING_AKTØRID;FORENING_OVERLIGGENDE;KATEGORIKODE
10381;Oppstryn Skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10382;Rand Skyttarlag (slått Sammen Med Norbygda);14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10386;Stryn skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10389;Utvik og Innvik skyttarlag;14;Sogn og Fjordane;10036;Nordfjord Skyttarsamlag;DFS
10559;Fannefjord Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10566;Kleive Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10568;Molde Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10569;Nesjestranda og Skaala Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10951;NROF Indre Romsdal;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;MIL
10972;NROF Romsdal;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;MIL
10575;Sekken Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10704;Tafjord Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10576;7. Juni Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10709;Aalesund Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10992;NROF Ålesund;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;MIL
10402;Fosna Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10403;Fredø Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10407;Kristiansund Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10966;NROF Nordmøre;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;MIL
10713;Dalane Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10714;Fiskå Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10720;Sundnes Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10721;Syvde Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10717;Larsnes skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10711;Bergsøy Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10718;Moltustranda og Larsnes Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10715;Hjørungavåg Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10712;Bjørge Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10724;Hjartåbygda Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10979;NROF Søre Sunnmøre;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;MIL
10723;Volda Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10716;Hovdebygda og Ørsta Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10719;Norangdal Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10722;Vartdal Skyttarlag;15;Møre og Romsdal;10040;Søre Sunnmøre Skyttarsamlag;DFS
10708;Ørskog Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10698;Solberg Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10707;Ytterdal Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10696;Liabygda Skytterlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10700;Stranda Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10702;Sunnylven Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10699;Stordal Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10701;Sykkylven Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10697;Engesetdal/Skodje Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10695;Langevåg Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10706;Vestrefjord Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10694;Hildre og Brattvåg Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10710;Sæberget Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10703;Søvik Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10561;Fiksdal Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10574;Rekdal Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10579;Tresfjord Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10580;Vestnes Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10562;Holmemstranda Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
11000;Hv-11 Møre og Fjordane;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;MIL
10564;Isfjorden og Åndalsnes Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10572;Rauma Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10573;Raumadalen Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10705;Valldal Skyttarlag;15;Møre og Romsdal;10043;Sunnmør Skyttarsamlag;DFS
10582;Vågstranda Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10554;Bugge Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10555;Eidsvåg og Eidsøra Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10556;Eikesdal Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10558;Eresfjord Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10577;Tjelle og Ranvik Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10581;Vistdal Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10571;Rakvåg Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10553;Aureosen Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10565;Julsundet Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10557;Elnesvågen Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10560;Farstad skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10563;Hustad Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10567;Malmefjorden Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10570;Nordstemmet Skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10578;Tornes skytterlag;15;Møre og Romsdal;10041;Romsdal Skyttersamlag;DFS
10400;Eide og Naas Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10408;Kvernes Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10398;Batnfjord Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10411;Reinsfjell Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10419;Øre skytterlag (nedlagt);15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10394;Aspøy og Straumsnes Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10410;Meisingset Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10406;Hov Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10422;Jordalsgrend og Øksendal Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10414;Sunndal Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10421;Ålvundfjord og Ålvundeid Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10399;Bæverdalen Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10405;Hjelmen Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10415;Surnadal Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10416;Søya og Todalen Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10420;Øvre Surnadal Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10409;Lomundal skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10412;Rindal Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10417;Valsøyfjord Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10397;Smøla Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10396;Aure Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10401;Ertvågøy Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10418;Tustna Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10395;Årvågsfjord Skytterlag;15;Møre og Romsdal;10042;Nordmør Skyttersamlag;DFS
10584;Bodø Østre Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
11017;Forsvaret Bodø;18;Nordland;10055;Salten Skyttersamlag;MIL
1702372;Forsvarets Operative Hovedkvarter (FOH);18;Nordland;10055;Salten Skyttersamlag;MIL
10601;Kjerringøy Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
2228757;Luftving 132;18;Nordland;10055;Salten Skyttersamlag;MIL
10590;Misvær Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10973;NROF Salten;18;Nordland;10055;Salten Skyttersamlag;MIL
10600;Saltstraumen Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10599;Sandhornøya Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10595;Viken (Salten) Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10455;Bjerkvik Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
11003;Hv-16 Nord-Hålogaland;18;Nordland;10050;Ofoten Skyttersamlag;MIL
10461;Narvik Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
10963;Nrof Narvik;18;Nordland;10050;Ofoten Skyttersamlag;MIL
10463;Skjomen Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
10805;Heilhornet Skytterlag;18;Nordland;10047;Namdal Skyttersamlag;DFS
10348;Indre Bindal Skytterlag;18;Nordland;10047;Namdal Skyttersamlag;DFS
10802;Brønnøysund Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10980;NROF Sør-Helgeland;18;Nordland;10056;Vefsn Skyttersamlag;MIL
10816;Øvre Velfjord Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10814;Vega Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10815;Visten Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10936;NROF Alstadhaug;18;Nordland;10056;Vefsn Skyttersamlag;MIL
10809;Sandnessjøen Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10502;Fagervika Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10801;Austerbygda Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
1951151;Bardal og Levang Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10818;Blomsøy Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10806;Drevja Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10803;Fustvatn Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
11002;Hv-14 Sør-hålogaland;18;Nordland;10056;Vefsn Skyttersamlag;MIL
10807;Kvalfors Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10808;Mosjøen Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10812;Toven og Drevvatn Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10817;Ømmervatn Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10811;Grane Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10804;Hattfjelldal Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10810;Susna Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10813;Unkervatn Skytterlag;18;Nordland;10056;Vefsn Skyttersamlag;DFS
10506;Nesna Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10500;Bleikvassli Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10503;Hemnes og Sør-Rana Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10504;Korgen Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10508;Alteren Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10499;Bjøllånes Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10501;Dunderlandsdalen Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10505;Mo Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10950;NROF Helgeland;18;Nordland;10057;Rana Skyttersamlag;MIL
2180115;Polarsirkelen Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10507;Røvassdalen Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10498;Aldersund Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
2356814;Lurøy Skytterlag;18;Nordland;10057;Rana Skyttersamlag;DFS
10586;Halsa (Salten) Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10589;Meløy Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10596;Ørnes Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10588;Gildeskål Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10583;Beiarn Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10591;Saltdal Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10585;Fjordbotn Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10592;Sulitjelma Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10594;Valnesfjord Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10597;Røsvik Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10593;Sørfjord og Omegn Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10587;Lakså skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10598;Ytterstrand Skytterlag;18;Nordland;10055;Salten Skyttersamlag;DFS
10464;Sørbygd Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
10457;Idus Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
10459;Kjøpsnes Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
10460;Lødingen Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
10465;Vestbygd Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
2069524;Bjørnvåg;18;Nordland;10052;Troms Skyttersamlag;
10462;Ramsund Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
10456;Evenes Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
11009;Flo/V/Btv;18;Nordland;10050;Ofoten Skyttersamlag;MIL
10458;Ballangen Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
10336;Napp Skytterlag;18;Nordland;10054;Lofoten Skyttersamlag;DFS
10958;Nrof Lofoten;18;Nordland;10054;Lofoten Skyttersamlag;MIL
10335;Vestvågøy Skytterlag;18;Nordland;10054;Lofoten Skyttersamlag;DFS
10466;Bestebostad Skytterlag;18;Nordland;10050;Ofoten Skyttersamlag;DFS
10337;Søndre Hinnøy Skytterlag;18;Nordland;10054;Lofoten Skyttersamlag;DFS
10338;Vaagakallen Skytterlag;18;Nordland;10054;Lofoten Skyttersamlag;DFS
10843;Melbo Skytterlag;18;Nordland;10058;Vesterålen Skyttersamlag;DFS
10841;Bø (Vesterålen) Skytterlag;18;Nordland;10058;Vesterålen Skyttersamlag;DFS
10845;Tretinddalen Skytterlag;18;Nordland;10058;Vesterålen Skyttersamlag;DFS
10986;NROF Vesterålen;18;Nordland;10058;Vesterålen Skyttersamlag;MIL
10844;Sortland Skytterlag;18;Nordland;10058;Vesterålen Skyttersamlag;DFS
10840;Andenes Skytterlag;18;Nordland;10058;Vesterålen Skyttersamlag;DFS
10842;Dverberg Skytterlag;18;Nordland;10058;Vesterålen Skyttersamlag;DFS
2572675;133 Luftving;18;Nordland;10058;Vesterålen Skyttersamlag;MIL
10727;Brensholmen Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10730;Glimt Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10752;Lakselvdal Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10982;Nrof Tromsø og Omegn;19;Troms;10052;Troms Skyttersamlag;MIL
10738;Sandnessund Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10741;Skulsfjord Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10745;Straumsbukta Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10747;Tromsø Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10947;Nrof Harstad og Omegn;19;Troms;10050;Ofoten Skyttersamlag;MIL
2351435;Ramsund Orlogsstasjon Avd. Trondenes;19;Troms;10050;Ofoten Skyttersamlag;MIL
10470;Trondenes Skytterlag;19;Troms;10050;Ofoten Skyttersamlag;DFS
10468;Kvæfjord Skytterlag;19;Troms;10050;Ofoten Skyttersamlag;DFS
10469;Skånland Skytterlag;19;Troms;10050;Ofoten Skyttersamlag;DFS
10757;Nappen Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10467;Gratangen Skytterlag;19;Troms;10050;Ofoten Skyttersamlag;DFS
10759;Sjøveien Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
1700814;Artilleribataljon;19;Troms;10052;Troms Skyttersamlag;MIL
10754;Bardu Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
11022;Panserbataljon;19;Troms;10052;Troms Skyttersamlag;MIL
10758;Salangsdalen Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10755;Bjørkebakk Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10748;Bjørnen og Vestre Målselv Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10726;Bjørnen (Troms) Skytterlag (avviklet);19;Troms;10052;Troms Skyttersamlag;DFS
1715911;Forsvarets Sanitet;19;Troms;10052;Troms Skyttersamlag;MIL
2069557;Ingeniørbataljon/Brig-N;19;Troms;10052;Troms Skyttersamlag;MIL
10731;Kirkesdalen Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
11019;Luftving 139;19;Troms;10052;Troms Skyttersamlag;MIL
2463339;Militærkompaniet MPKP;19;Troms;10052;Troms Skyttersamlag;MIL
10733;Målselv Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10734;Nedre Målselv Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
11018;OPSSTØ;19;Troms;10052;Troms Skyttersamlag;MIL
1689785;Stab Brigade Nord;19;Troms;10052;Troms Skyttersamlag;MIL
10746;Tamokdal Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10749;Øvre Målselv Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
11025;2. bataljon Brigade Nord;19;Troms;10052;Troms Skyttersamlag;MIL
10960;NROF Midt-Troms;19;Troms;10052;Troms Skyttersamlag;MIL
10756;Brøstadbotn Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10728;Falken Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10729;Gisund Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10725;Balsfjord Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10744;Storsteinnes Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10751;Ringvassøy Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10750;Lyngen Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10739;Skibotn Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10743;Storfjord Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10732;Kåfjord Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10740;Skjervøy Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10735;Nedre Nordreisa Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10736;Nordreisa Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10737;Rotsund Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10753;Kvænangen Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10742;Spildra Skytterlag;19;Troms;10052;Troms Skyttersamlag;DFS
10126;Vardø Skytterlag;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;DFS
10125;Vadsø Skytterlag;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;DFS
10853;Hammerfest Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
10985;NROF Vest-Finnmark;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;MIL
10850;Kautokeino Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
10855;Masi Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
10846;Alta Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
2641686;Tverrelvdalen Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
10852;Kvalsund og Omegn Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
2321636;Havøysund Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
10848;Honningsvåg Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
2446466;Garnisonen i Porsanger;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;MIL
10847;Halkavarre Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
11007;Heimevernets befalskole;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;MIL
11004;Hv-17 Finnmark;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;MIL
10854;Porsanger Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
10851;Duottar Bahcinsearvi Skytterlag/viddas Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
10849;Karasjok Skytterlag;20;Finnmark;10051;Vest-Finnmark Skyttersamlag;DFS
10128;Indre Laksefjord skytterlag;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;DFS
10121;Gamvik Skytterlag;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;DFS
10127;Tana Skytterlag;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;DFS
10124;Nesseby skytterlag;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;DFS
10120;Båtsfjord Skytterlag;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;DFS
11016;Garnisonen i Sør-Varanger;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;MIL
10122;Kirkenes Skytterlag;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;DFS
10123;Langfjorddalen Skytterlag;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;DFS
10984;NROF Varanger;20;Finnmark;10053;Aust-Finnmark Skyttersamlag;MIL
10760;Byneset Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10404;Halsa (Nordmør) Skytterlag;50;Trøndelag;10042;Nordmør Skyttersamlag;DFS
11001;HV-12 Trøndelag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;MIL
2675593;Luftkrigsskolen;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;MIL
10774;Nidaros Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
11006;SHV Waxwing;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;MIL
10784;Trondhjems Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10308;Beitstad Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10310;Egge Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10311;Forr Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10313;Henning Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10316;Kvam Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10321;Mære Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10326;Steinkjer Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10331;Øvre Ogndal Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10339;Bangsund Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10340;Botnan skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10349;Klinga Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10355;Nordre Skage Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10356;Otterøy Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10360;Vemundvik Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10765;Heim/Hemne Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10775;Oddan Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10786;Vinje skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10780;Snillfjord skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10783;Tannvik og Flesvik Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10788;Ytre Snillfjord Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10270;Fjellværøy Skytterlag;50;Trøndelag;10049;Hitra og Frøya Skyttersamlag;DFS
10271;Hitra Skytterlag;50;Trøndelag;10049;Hitra og Frøya Skyttersamlag;DFS
10272;Sandstad Skytterlag;50;Trøndelag;10049;Hitra og Frøya Skyttersamlag;DFS
10273;Sør-Hitra Skytterlag;50;Trøndelag;10049;Hitra og Frøya Skyttersamlag;DFS
10274;Vågøy Skytterlag;50;Trøndelag;10049;Hitra og Frøya Skyttersamlag;DFS
10941;NROF Fosen;50;Trøndelag;10045;Fosen Skyttersamlag;MIL
